provincia,localidad,nombre,direccion,denominacion_especifica,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley,,,
Mendoza,Mendoza,Cnel. Antonio L. de Berutti,Iglesia San Francisco,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Mendoza,Mendoza,Colegio Nacional Agustín Alvarez,"Calles Chile, Sarmiento, 25 de Mayo y Rivadavia",Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Mendoza,Mendoza,Escuela Hogar Eva Perón Nº 8-448,Av. Circunvalación Thays s/n,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Mendoza,Mendoza,Gral. Gerónimo Espejo,"Liceo Militar ""Gral. Espejo""",Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Mendoza,Mendoza,José Vicente Zapata,Cementerio de Mendoza,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Mendoza,Mendoza,Juan Gualberto Godoy,Cementerio de Mendoza,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Mendoza,Mendoza,Maestranza del Ejercito de los Andes,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,368,,,
Mendoza,Mendoza,"Plaza ""Pedro del Castillo""","Calles Alberdi, Videla Castillo, Beltrán e Ituzaingó",Lugar Histórico,Nacional,18/2/1975,Decreto,368,,,
Mendoza,Mendoza,Ruinas del Templo de San Francisco,"Ituzaingo esquina Beltrán. Callejón Segura s/n, a  km de la Avda. Acceso Norte",Monumento Histórico,Nacional,6/12/1941,Decreto,107512,,,
Mendoza,Mendoza,Solar de San Martín,Remedios de Escalada de San Martín 1843,Lugar Histórico,Nacional,6/12/1941,Decreto,107512,,,
Mendoza,Mendoza,Solar donde estuvo emplazado el Cabildo de la Ciudad de Mendoza,"S/ margen Izq del canal Jarillal, entre actuales calles Videla Castillo, Fray Luis Beltrán, Alberdi y P. Palacios",Lugar Histórico,Nacional,20/3/1967,Decreto,1825,,,
Mendoza,Mendoza,Teatro Independencia,Chile 1184,Bien de interés histórico-artístico,Nacional,21/6/2011,Decreto,837,,,
Mendoza,Mendoza,Templo de San Francisco,Necochea y España,Monumento Histórico,Nacional,30/6/1928,Decreto,528,,,
Mendoza,Mendoza,Tomas Godoy Cruz,Cementerio de Mendoza,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Mendoza,Las Heras,"Casuchas de la cordillera o ""Casas del Rey"" en Puquios,",Puquios,Monumento Histórico,Nacional,16/2/1973,Decreto,1299,,,
Mendoza,Las Heras,"Casuchas de la cordillera o ""Casas del Rey"" en Paramillo de las Cuevas.",Paramillo de las Cuevas,Monumento Histórico,Nacional,16/2/1973,Decreto,1299,,,
Mendoza,Las Heras,"Casuchas de la cordillera o ""Casas del Rey"" en  Las Cuevas",LasCuevas,Monumento Histórico,Nacional,16/2/1973,Decreto,1299,,,
Mendoza,San Carlos,Fuerte San Carlos,s/d,Lugar Histórico,Nacional,7/3/1951,Decreto,4592,,,
Mendoza,San Martín,Capilla-Oratorio de Alto Salvador,Costado oeste de la calle del mismo nombre,Monumento Histórico,Nacional,24/11/1986,Resolución SC,1953,,,
Mendoza,San Martín,"Chacra de San Martín (Chacra de ""Los Barriales"")",Calles Godoy Cruz y Pirovano,Lugar Histórico,Nacional,6/12/1941,Decreto,107512,,,
Mendoza,San Rafael,S. A. Bodegas y viñedos Arizu,"Villa Atuel, calle Don Balbino s/nº y las vías del Ferrocarril San Martín",Monumento Histórico,Nacional,13/4/1999,Decreto,339,,,
Mendoza,San Rafael,Ruinas del Fuerte de San Rafael del Diamante,"Villa 25 de Mayo, sobre margen izq del Río Diamante",Monumento Histórico,Nacional,10/12/1942,Decreto,137846,,,
Mendoza,Santa Rosa,Batalla (segunda) de Santa Rosa,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,368,,,
Mendoza,Tunuyán,Manzano (árbol) de Tunuyán,s/d,Árbol Histórico,Nacional,18/2/1975,Decreto,368,,,
Mendoza,Uspallata,Bóvedas de San Martín,s/d,Monumento Histórico,Nacional,10/12/1945,Decreto,30835,,,
Mendoza,Uspallata,"Restos del molino hidráulico, hornos de fundición, muros,acequias, túnel y todos los elementos prehispánicos que circundan las bóvedas de Uspallata","Aproximadamente a 3 km. del norte de la Villa de Uspallata, sobre el camino que conduce a la Estancia San Alberto y a Barreal - San Juan, apenas atraviesa el arroyo Uspallata",Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Mendoza,Mendoza,"Balneario “Playas Serranas”, actual Museo de Ciencias Naturales y Atropológicas “Juan Cornelio Moyano”",Av. Las Tipas s/n,Monumento Histórico Nacional,Nacional,9/8/2017,Decreto,624,,,
Mendoza,Mendoza,Escuela Daniel Videla Correas,Paso de los Andes s/n,Monumento Histórico Nacional,Nacional,9/8/2017,Decreto,624,,,
Mendoza,Mendoza,Edificio Gómez,Garibaldi 7,Monumento Histórico Nacional,Nacional,9/8/2017,Decreto,624,,,
Mendoza,Maipú,Escuela Justo José de Urquiza,Perón y Péscara,Monumento Histórico Nacional,Nacional,9/8/2017,Decreto,624,,,
Misiones,s/d,Misión Jesuítica de Concepción (señalamiento),s/d,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Misiones,s/d,Misión Jesuítica de San Apóstoles (señalamiento),s/d,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Misiones,Candelaria,Sarandí blanco,s/d,Árbol Histórico,Nacional,30/11/2000,Ley,25383,,,
Misiones,Concepción de la Sierra,Conjunto Jesuítico de Mártires,s/d,Monumento Histórico,Nacional,31/8/1983,Decreto,2210,,,
Misiones,Concepción de la Sierra,Ruinas Jesuítica de Santa María La Mayor,s/d,Monumento Histórico,Nacional,10/12/1945,Decreto,31453,,,
Misiones,La Candelaria,Conjunto Jesuítico de Loreto,s/d,Monumento Histórico,Nacional,31/8/1983,Decreto,2210,,,
Misiones,La Candelaria,Conjunto Jesuítico de Santa Ana,s/d,Monumento Histórico,Nacional,31/8/1983,Decreto,2210,,,
Misiones,La Candelaria,Conjunto Jesuítico La Candelaria,s/d,Monumento Histórico,Nacional,31/8/1983,Decreto,2210,,,
Misiones,Leando N. Alem,"Escuela Normal Superior Nº 1 1601 ""Domingo F. Sarmiento""",Catamarca 170,Monumento Histórico,Nacional,10/10/2012,Decreto,1934,,,
Misiones,Posadas,Casa de Gobierno,"Intersección de las calles Nº 37 ""Félix de Azara"" y Nº 36 ""San Martín""",Monumento Histórico,Nacional,19/9/2005,Decreto,1119,,,
Misiones,San Ignacio,Conjunto Jesuítico de Corpus,s/d,Monumento Histórico,Nacional,31/8/1983,Decreto,2210,,,
Misiones,San Ignacio,Ruinas Jesuíticas de San Ignacio Mini,s/d,Monumento Histórico,Nacional,17/12/1943,Decreto,16482,,,
Misiones,San Javier,Misión Jesuítica de San Javier (señalamiento),s/d,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Misiones,San José,Misión Jesuítica de San José (señalamiento),s/d,Lugar Histórico,Nacional,17/12/1943,Decreto,16482,,,
Neuquén,San Martín de los Andes,Ex Sede de la Intendencia del Parque Nacional Lanin,Emilio Frtey 749,Monumento Historico Nacional,Nacional,2/10/2017,Ley,27398,,,
Neuquén,Aluminé,Combate de Pulmari,Sur del arroyo Pulmari,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Chos Malal,Fortín de la IV División,s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Covunco,"Regimiento de Infantería de Montaña 10 ""Tte.Gral. Racedo""",s/d,Monumento Histórico,Nacional,17/12/2007,Ley,26312,,,
Neuquén,Huilliches,Combate de Chimihuin,Margen izquierda del Río Chimehuin,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Huilliches,Combate de La Trinchera,Confluencia del Río Limay y el arroyo Picum-Leufú,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Huilliches,Fortín Huichu Lauquen,s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Huilliches,Fortín Mamuy Malal,s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Junín de los Andes,Junín de los Andes (sitio de la fundación),s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Junín de los Andes,Puente carretero en La Rinconada,Sobre el río Aluminé y Collón Curá,Monumento Histórico,Nacional,28/1/2015,Ley,27084,,,
Neuquén,Los Lagos,Fortín Chacabuco,s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Minas,Fortín Guanacos,En las proximidades del Río Trocomán. Margen izquierda del arroyo Guanaco o Arileo,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Neuquén,Estación Ferroviaria Neuquén,Vuelta de Obligado 55,Bien de Interés Histórico,Nacional,9/4/2014,Decreto,512,,,
Neuquén,Neuquén,Torre Talero,calle Bejarano y Luis Beltrán,Monumento Histórico,Nacional,25/3/2015,Ley,27129,,,
Neuquén,Ñorquin,Cerro de la Artillería,Corral de Piedra,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Península de Huemul,Misión Jesuítica Nahuel Huapi,Orillas del Lago Nahuel Huapi,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Neuquén,Picún Leifú,Zona de reserva paleontológica y ecológica en la Provincia del Neuquén en el acceso a la Villa y represa de El Chocón y de Picún Leufú (ver ley),georreferenciación estimativa,Sitio Arqueológico,Nacional,5/11/1997,Ley,24897,,,
Neuquén,Plaza Huincul,Pozo de petróleo Nº 1,s/d,Lugar Histórico,Nacional,3/12/2013,Ley,26908,,,
Neuquén,Plaza Huincul,Sepulcro y ruinas de los ranchos de la Pasto Verde,Margen de la Ruta Nac. Nº 22 al ingreso a Plaza Huincul,Lugar Histórico,Nacional,14/12/2012,Ley,26788,,,
Neuquén,San Martín de los Andes,San Martín de los Andes (sitio de la fundación),s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Río Negro,General Roca,Antiguo edificio del Colegio San Miguel - Padre Alejandro Stefenelli,Manzana 156,Bien de Interés Histórico Nacional,Nacional,18/11/2016,Ley,27292,,,
Río Negro,s/d,Pasaje del Río Colorado (Buena Parada),s/d,Lugar Histórico,Nacional,28/12/1943,Decreto,17265,,,
Río Negro,s/d,Paso Fotheringham (confluencia Neuquén y Limay),s/d,Lugar Histórico,Nacional,28/12/1943,Decreto,17265,,,
Río Negro,Avellaneda,Fortín Belisle,s/d,Monumento Histórico,Nacional,4/12/2007,Ley,26296,,,
Río Negro,Choele Choel,"Vivac Ejercito Expedición al Desierto, Pampa de los Molinos",s/d,Lugar Histórico,Nacional,28/12/1943,Decreto,17265,,,
Río Negro,General Roca,Antigua Sinagoga y el Salón Comunitario de la Colonia Rusa,s/d,Lugar Histórico,Nacional,20/9/2010,Ley,26636,,,
Río Negro,General Roca,Combate de Fortín 1ª División,s/d,Lugar Histórico,Nacional,28/12/1943,Decreto,17265,,,
Río Negro,s/d,Traza del Ferrocarril La Trochita - Estación Ingeniero Jacobacci,25 de Mayo,Monumento Histórico,Nacional,14/4/1999,Decreto,349,,,
Río Negro,s/d,Traza del Ferrocarril La Trochita - Estación Ojo de Agua,Norquinco,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Río Negro,s/d,Traza del Ferrocarril La Trochita - Estación Futa Ruín,Norquinco,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Río Negro,s/d,Traza del Ferrocarril La Trochita - Estación  Mamuel Choique,Norquinco,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Río Negro,s/d,Traza del Ferrocarril La Trochita - Estación Aguada Troncoso,Norquinco,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Río Negro,s/d,Traza del Ferrocarril La Trochita - Estación Cerro Mesa,Norquinco,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Catamarca,s/d,Sección Pucará del Aconquija -- Punto Inicial,s/d,Monumento Histórico,Nacional,11/11/2014,Decreto,2043,,,
Catamarca,s/d,Sección Pucará del Aconquija -- Punto Final,s/d,Monumento Histórico,Nacional,12/11/2014,Decreto,2043,,,
Río Negro,San Carlos de Bariloche,Antigua sede de la Oficina de Tierras y Colonias,Elflein 10,Monumento Histórico,Nacional,8/1/2001,Decreto,12,,,
Río Negro,San Carlos de Bariloche,Centro Cívico e Intendencia de Parques Nacionales,s/d,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Río Negro,San Carlos de Bariloche,Misión Jesuítica Bariloche,s/d,Lugar Histórico,Nacional,15/9/1943,Decreto,8729,,,
Río Negro,Viedma,"Conjunto edilicio: Catedral, Obispado, ex-Capilla y Colegio. Manzana Salesiana",s/d,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Río Negro,Viedma,Plaza Adolfo Alsina,s/d,Lugar Histórico,Nacional,9/3/1989,Decreto,325,,,
Catamarca,s/d,Sitio Del Bajo,s/d,Sitio Arqueológico,Nacional,14/12/2014,Decreto,2043,,,
Catamarca,s/d,Pucará del Aconquija,s/d,Sitio Arqueológico,Nacional,15/12/2014,Decreto,2043,,,
Jujuy,s/d,Sección Quebrada Grande-Las escaleras - Punto Inicial,s/d,Monumento Histórico,Nacional,30/10/2014,Decreto,2043,,,
Jujuy,s/d,"Subtramo Santa Ana - Valle Colorado, Sección Quebrada Grande-Las escaleras - Punto Final",s/d,Monumento Histórico,Nacional,31/10/2014,Decreto,2043,,,
La Rioja,s/d,Subtramo Los Corrales-Las Pircas -- Punto Inicial,s/d,Monumento Histórico,Nacional,13/11/2014,Decreto,2043,,,
La Rioja,s/d,Subtramo Los Corrales-Las Pircas -- Punto Final,s/d,Monumento Histórico,Nacional,14/11/2014,Decreto,2043,,,
La Rioja,s/d,Tambo Pampa Real,s/d,Sitio Arqueológico,Nacional,16/12/2014,Decreto,2043,,,
La Rioja,s/d,Tambo Chilitanca,s/d,Sitio Arqueológico,Nacional,17/12/2014,Decreto,2043,,,
Salta,Cachi,Areas del Pueblo de Cachi,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Salta,Cachi,Iglesia de San José en Cachi,"Sobre Plaza Principal de Cachi. Ruta Nacional 40, km 1224,1",Monumento Histórico,Nacional,10/12/1945,Decreto,30839,,,
Salta,Cachi,Potrero de Payogasta,"Matrícula 295, catastro de origen 10, Libro 1, Folio 192, Asiento 6, Finca ""El Potrero"", Plano 00008",Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Salta,Campo Santo,Algarrobo Blanco,s/d,Árbol Histórico,Nacional,20/1/2015,Ley,27101,,,
Salta,Campo Santo,Fuerte de Cobos,A 40 km. de la Ciudad Capital por Ruta Nac. N°9 en dirección este,Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Salta,Chamical,Capilla de Chamical,20 km. al sur de la Finca de la Cruz,Monumento Histórico,Nacional,7/6/1944,Decreto,14119,,,
Salta,Chicoana,Capilla de Chicoana y Plaza Aledaña,s/d,Lugar Histórico,Nacional,24/7/1974,Decreto,325,,,
Salta,Guachipas,Yacimiento de arte rupestre en las Cuevas Pintadas,Entre los ríos La Sala y Las Chacras,Lugar Histórico,Nacional,15/4/1999,Decreto,349,,,
Salta,Molinos,Areas del Pueblo de Molinos,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Salta,Molinos,Iglesia San Pedro Nolasco de los Molinos,"Hacienda y Encomienda de Los Molinos; sobre la Ruta Nac. N°40, a 46 km de Cachi y a 112 km de Cafayate",Monumento Histórico,Nacional,10/12/1942,Decreto,137845,,,
Salta,Rosario de Lerma,Inca Huasi (Casa del Inca),"Puna Salteña; a 56 km. de la Ciudad de Salta, por Ruta 51, en la Quebrada de Incamayo (dentro del inmueble rural denominado ""Potrero de Uriburu"")",Monumento Histórico,Nacional,10/12/1945,Decreto,30833,,,
Salta,Rosario de Lerma,Poblado prehispánico de Santa Rosa de Tastil,s/d,Monumento Histórico,Nacional,5/11/1997,Decreto,1145,,,
Salta,Salta,Cabildo de la ciudad de Salta,Caseros 549,Monumento Histórico,Nacional,9/1/1937,Ley,12345,,,
Salta,Salta,Campo de San Lorenzo,s/d,Lugar Histórico,Nacional,6/12/1951,Decreto,24571,,,
Salta,Salta,Casa de Hernández,Florida 97,Monumento Histórico,Nacional,19/7/1979,Decreto,1739,,,
Salta,Salta,Casa de los Uriburu,Caseros 417,Monumento Histórico,Nacional,23/11/1943,Decreto,14708,,,
Salta,Salta,Casa de Pablo Arias Velázquez (Casa Leguizamón),Caseros 707 y peatonal La Florida 2,Monumento Histórico,Nacional,19/7/1979,Decreto,1739,,,
Salta,Salta,Casa del Gral. Felix Arias Rengel,"Florida 10 al 30, entre Caseros y Alvarado",Monumento Histórico,Nacional,4/7/1946,Decreto,2233,,,
Salta,Salta,Casa que habito el Gral. Martín Miguel de Güemes,España 730,Monumento Histórico,Nacional,22/9/1971,Decreto,4114,,,
Salta,Salta,Catedral de la ciudad de Salta,Caseros 540,Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Salta,Salta,"Edificio del Centro Cultural América, antigua sede del ""Club 20 de febrero""","Mitre 23 (secc H, mz 113, pc 7, matricula 1118)",Monumento Histórico,Nacional,3/2/1994,Decreto,149,,,
Salta,Salta,El Carmen de Güemes,"Ex Ruta 51, Avda. Kenedy S/N, dentro del predio que ocupa la Escuela Agrotécnica Gral. Martín Miguel de Güemes. Camino al vivero forestal, al Sudoeste de la ciudad de Salta",Monumento Histórico,Nacional,13/7/1943,Decreto,2478,,,
Salta,Salta,Escuela Zorrilla,20 de Febrero 21,Monumento Histórico,Nacional,9/8/2007,Ley,26274,,,
Salta,Salta,Facundo Zuviria,Catedral de Salta,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Salta,Salta,Gral. Martín M. de Güemes,Catedral de Salta,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Salta,Salta,Gral. Rudencindo Alvarado,Catedral,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Salta,Salta,"Hogar Escuela ""Carmen Puch de Güemes""",Chiclana y Av. H. Yrigoyen,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Salta,Salta,Iglesia de San Francisco,Caseros y Córdoba,Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Salta,Salta,Quebrada de la Horqueta (lugar donde muriera el Gral. M. M. de Güemes),"30 km. al Sudeste de la Ciudad de Salta sobre la Ruta Prov. N°48, estancia ""Los Noques""",Monumento Histórico,Nacional,23/6/1999,Ley,25121,,,
Salta,Salta,Templo de Ntra. Sra. de la Candelaria de la Viña,Calles Alberdi y San Juan,Monumento Histórico,Nacional,18/7/1982,Decreto,85,,,
Salta,San Carlos,Areas del Pueblo de San Carlos,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Salta,San Carlos,Iglesia de San Carlos Borromeo,"Hacienda San Carlos; pueblo histórico de San Carlos, en los Valles Calchaquíes, sobre Ruta Nac. N°40 a 24 km. de Cafayate.",Monumento Histórico,Nacional,10/12/1942,Decreto,137845,,,
Salta,Santa Victoria,Pueblo de Santa Victoria,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Salta,Seclantas,Areas del Pueblo de Seclantas,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Salta,Yruya,Pueblo de Yruya,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Salta,La Quesera,Finca La Cruz - área que forma,s/d,Monumento Histórico,Nacional,s/d,Decreto,95687,,,
La Rioja,s/d,Santuario Negro Overo,s/d,Sitio Arqueológico,Nacional,18/12/2014,Decreto,2043,,,
La Rioja,s/d,Santuario General Belgrano,s/d,Sitio Arqueológico,Nacional,19/12/2014,Decreto,2043,,,
Salta,Campo Santo,"Escuela Nº 4.136 ""Julio Argentino Cornejo""","Finca ""La Población""",Bien de Interés Histórico Nacional,Nacional,18/11/2016,Ley,27294,,,
Salta,Los Baños,Predio y edificio donde funciona el Hotel Termas,s/d,Monumento Histórico,Nacional,2/12/2016,Ley,27312,,,
Salta,Salta,Edificio de la Casona del Alto Molino,s/d,Monumento Histórico,Nacional,2/12/2016,Ley,27314,,,
Salta,Salta,Iglesia de la Merced,Caseros 851,Bien de interés histórico y bien de interés artístico,Nacional,18/10/2017,Decreto,833,,,
Mendoza,s/d,Subtramo Ciénaga de Yalguaraz- San Alberto -- Punto Inicial,s/d,Monumento Histórico,Nacional,19/11/2014,Decreto,2043,,,
San Juan,Calingasta,Paso de los Patos,s/d,Lugar Histórico,Nacional,20/1/2015,Ley,27112,,,
San Juan,Iglesia,Antiguo Molino Escobar o de Iglesia,s/d,Monumento Histórico,Nacional,13/7/2000,Ley,25291,,,
San Juan,Iglesia,"""Viejo Molino de Bella Vista""",25 de Mayo 1858 (S),Monumento Histórico,Nacional,13/7/2000,Ley,25291,,,
San Juan,Iglesia,"Iglesia de Achango y su entorno, compuesto por el caserío, los corrales y el cementerio","En Valle Longitudinal de Rodeo (Cordillera San Juanina) 6 km al NE de la localidad de Las Flores en la intersección de la Ruta Nacional Nº 150 y la Ruta Provincial Nº 435. Ruta Nº 150, 2 km al Este del Centro Termal Pismanta",Monumento Histórico,Nacional,5/3/1997,Ley,24790,,,
San Juan,Iglesia (Angualasto),Aldea arqueológica de Angualasto,s/d,Monumento Histórico,Nacional,28/12/2009,Decreto,2154,,,
San Juan,Iglesia (Angualasto),Yacimiento arqueológico de Angualasto,s/d,Lugar Histórico,Nacional,28/12/2009,Decreto,2154,,,
San Juan,Jachal,Molino de García,s/d,Monumento Histórico,Nacional,13/7/2000,Ley,25291,,,
San Juan,Jachal,Molino de Sardiña,s/d,Monumento Histórico,Nacional,13/7/2000,Ley,25291,,,
San Juan,Jachal,Molino de Reyes,s/d,Monumento Histórico,Nacional,13/7/2000,Ley,25291,,,
San Juan,Jachal,Viejo Molino de Huaco o de los Dojorti,s/d,Monumento Histórico,Nacional,13/7/2000,Ley,25291,,,
San Juan,Jachal,Monumento al Dr. Francisco Narciso Laprida,En la Plaza San Martín,Bien de Interés Histórico,Nacional,31/8/2009,Ley,26505,,,
San Juan,Jachal,Templo de San José de Jachal,Juan de Echegaray S/N,Monumento Histórico,Nacional,13/10/1978,Decreto,2436,,,
San Juan,Rivadavia,Baños del Zonda,s/d,Lugar Histórico,Nacional,6/12/1941,Decreto,107512,,,
San Juan,San Juan,Antonino Aberastain,Cementerio de San Juan,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
San Juan,San Juan,"Auditorio ""Ingeniero Juan Victoria""",25 de Mayo 1215,Monumento Histórico,Nacional,10/11/2004,Ley,25946,,,
San Juan,San Juan,Casa Natal de Domingo Faustino Sarmiento,Sarmiento Sur 21,Monumento Histórico,Nacional,3/9/1910,Ley,7062,,,
San Juan,San Juan,Casa Natal de Francisco Narciso de Laprida,Gral. Acha y Laprida,Lugar Histórico,Nacional,29/7/1949,Decreto,17964,,,
San Juan,San Juan,Catedral de la Ciudad de San Juan,B. Rivadavia 46 Oeste,Lugar Histórico,Nacional,11/6/1957,Decreto,6183,,,
San Juan,San Juan,"Celda de San Martin, Sala Capitular y Galería Anexa en el Convento de Santo Domingo",Laprida 54 (Oeste),Monumento Histórico,Nacional,31/12/1980,Decreto,2756,,,
San Juan,San Juan,Colegio de Pensionistas de Santa Rosa,San Luis 139 (Este),Monumento Histórico,Nacional,6/12/1941,Decreto,107512,,,
San Juan,San Juan,Convento de Religiosos de San Juan de la Frontera,Laprida 54 (Oeste),Lugar Histórico,Nacional,6/12/1941,Decreto,107512,,,
San Juan,San Juan,Eje cívico de la ciudad de San Juan,Tramo de la avenida José Ignacio De La Roza comprendido entre las calles Caseros y Mendoza,Bien de Interés Histórico,Nacional,2/10/2008,Decreto,1594,,,
San Juan,San Juan,Escuela Normal Superior Sarmiento,"Av. Libertador Gral. San Martín, Av Alem, Laprida y Santiago del Estero",Monumento Histórico,Nacional,29/9/1999,Ley,25186,,,
San Juan,San Juan,Fray Justo Santa María de Oro,Catedral de San Juan,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
San Juan,San Juan,"Hogar Escuela ""Coronel Juan D. Perón""",s/d,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
San Juan,San Juan,"Hogar Escuela ""Gobernador Ruperto Godoy""",s/d,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
San Juan,San Juan,Paula Albarracín de Sarmiento,Cementerio de San Juan,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
San Juan,San Juan,Pedro Echagüe,Cementerio de San Juan,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
San Juan,San Juan,"Edificio donde funcionaba el Colegio Nacional ""Monseñor Doctor  Pablo Cabrera","Manzana comprendida entre las calles Santa Fe, Mitre, Tucuman y Avenida Rioja",Bien de Interés Histórico y Artístico Nacional,Nacional,18/11/2016,Ley,27293,,,
Mendoza,s/d,Subtramo Ciénaga de Yalguaraz- San Alberto -- Punto Final,s/d,Monumento Histórico,Nacional,20/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Ranchillos -- Punto Inicial,s/d,Monumento Histórico,Nacional,21/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Ranchillos -- Punto Final,s/d,Monumento Histórico,Nacional,22/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Tambillitos -- Punto Inicial,s/d,Monumento Histórico,Nacional,23/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Tambillitos -- Punto Inicial,s/d,Monumento Histórico,Nacional,24/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Puente del Inca -- Punto Inicial,s/d,Monumento Histórico,Nacional,25/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Puente del Inca -- PuntoFinal,s/d,Monumento Histórico,Nacional,26/11/2014,Decreto,2043,,,
Mendoza,s/d,Ciénaga de Yalguaraz,s/d,Sitio Arqueológico,Nacional,23/12/2014,Decreto,2043,,,
Mendoza,s/d,Tambillos,s/d,Sitio Arqueológico,Nacional,24/12/2014,Decreto,2043,,,
San Luis,Merlo,Capilla del Rosario de Piedra Blanca (o del Rosario de la Villa de Merlo),España esq Francisco Becerra,Monumento Histórico,Nacional,27/3/1961,Decreto,2335,,,
San Luis,Pedernera,Iglesia de San José del Morro,Calles Pedernera y Lafinur del Poblado de San José del Morro sobre la ruta Nacional n°148 a 96 km de la ciudad capital,Monumento Histórico,Nacional,23/9/1981,Decreto,1456,,,
San Luis,San Francisco del Monte de Oro,Escuela de San Francisco del Monte de Oro,Nicolás di Gennaro S/N,Monumento Histórico,Nacional,6/12/1941,Decreto,107512,,,
San Luis,San Luis,Cabildo de la ciudad de San Luis,s/d,Lugar Histórico,Nacional,23/9/1981,Decreto,1456,,,
San Luis,San Luis,Catedral de la ciudad de San Luis,Rivadavia 740,Lugar Histórico,Nacional,7/1/1975,Decreto,30,,,
San Luis,San Luis,Cnel. Juan P.Pringles,Catedral de San Luis,Sepulcro,Nacional,8/11/1974,Decreto,1399,,,
San Luis,San Luis,Convento de Santo Domingo,s/d,Lugar Histórico,Nacional,23/9/1981,Decreto,1456,,,
San Luis,Villa Mercedes,Tte.Gral.J.E.Pedernera (plaza que lleva su nombre),s/d,Sepulcro,Nacional,29/11/1972,Decreto,8435,,,
Mendoza,s/d,Ranchillos,s/d,Sitio Arqueológico,Nacional,25/12/2014,Decreto,2043,,,
Santa Cruz,Corpen Aiken,Puerto de Santa Cruz,s/d,Lugar Histórico,Nacional,5/11/1943,Decreto,12466,,,
