categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,fuente,jurisdiccion,año_inauguracion,IDSInCA
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo De Arqueología De Alta Montaña,Bartolomé Mitre 77,,A4400EHA,387,437 0499,,,DNPyM,Provincial,,300738
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo Histórico Del Norte,Caseros 549,,A4400DMK,387,421 5340,delnorte@server.com.ar,,DNPyM,Nacional,,300739
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo Presidente José Evaristo Uriburu,Caseros 417,,A4400DMI,387,421 8174,cabildosalta@uolsinectis.com.ar,,DNPyM,Nacional,,300740
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo Casa Arias Rengel,La Florida 20,,A4402FMB,387,421 4714,mbartes@edusalta.gov.ar,,DNPyM,Provincial,,300741
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo De  La  Ciudad Casa De Hernández,La Florida 97,,A4402FMA,387,437 3352,museocapitalsalta@hotmail.com,,DNPyM,Municipal,,300742
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo De Historia De La Universidad Nacional De Salta Prof. Eduardo M. Ashur,Buenos Aires 177,,A4402FDC,387,432 5701,,,DNPyM,Nacional,,300743
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo De Ciencias Naturales De La Universidad Nacional De Salta,Mendoza 2,,A4402AHB,387,431 8086,,,DNPyM,Nacional,,300744
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo Folclórico Pajarito Velarde,Pueyrredón 106,,A4400EAD,387,421 2921,,,DNPyM,Privada,1970,300745
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo Del Convento San Francisco,Córdoba 15,,A4402EZA,387,310 830,,,DNPyM,Privada,1984,300746
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo De Bellas Artes,Av. Belgrano 992,,A4400AWU,387,422 1745,,,DNPyM,Provincial,1986,300747
Espacios de Exhibición Patrimonial,Museos,Salta,Salta,Museo De Arte Contemporáneo,Zuviría 90,,A4400EFB,387,437 0498,mac2004@edusalta.gov.ar,,DNPyM,Provincial,2004,300748
Espacios de Exhibición Patrimonial,Museos,Salta,San Antonio de los Cobres,"Museo Antapu, Étnico Y Arqueológico De San Antonio De Los Cobres",Belgrano S/N y Ruta 51,,4411,387,490 9912,,,DNPyM,Privada,,300757
Espacios de Exhibición Patrimonial,Museos,Salta,San Carlos,Museo Histórico Regional De San Carlos,General Güemes y Rivadavia,,4427,3868,495 182,,,DNPyM,Municipal,1981,300761
Espacios de Exhibición Patrimonial,Museos,Salta,San Carlos,Museo Jesuítico Y Centro De Documentación,Felipe Vivero e Hipólito Irigoyen,,3306,3758,494 048,,,DNPyM,Provincial,1986,300762
Espacios de Exhibición Patrimonial,Museos,Salta,San José de Metan,Museo Municipal De Bellas Artes,Lavalle y Güemes,,A4440CDC,3876,420 262,,,DNPyM,Municipal,,300797
Espacios de Exhibición Patrimonial,Museos,Salta,San Ramón de la nueva Orán,Museo Regional De Orán,Av. Vicente López y Planes y San Martín,,A4530FUB,3878,421 274,,,DNPyM,Municipal,,300849
Espacios de Exhibición Patrimonial,Museos,Salta,Santa Rosa de Tastil,Museo De Sitio Santa Rosa De Tastil,"Santa Rosa de Tastil, Ruta Provincial Nº 51",,A4409XBD,,,,,DNPyM,Provincial,,300891
Espacios de Exhibición Patrimonial,Museos,Salta,Santa Rosa de Tastil,Museo Regional Moisés Zerpa,Santa Rosa de Tastil,,A4409XBD,,,,,DNPyM,Privada,2000,300892
Espacios de Exhibición Patrimonial,Museos,Salta,Vaqueros,Museo Popular Municipal,Av. San Martín y Los Crespones,,A4401XBA,387,490 1025,,,DNPyM,,,300968
Espacios de Exhibición Patrimonial,Museos,Salta,Yatasto cerca de Metan,Posta De Yatasto,Ruta 9 Km. 1446 a 6 Km de Metan,,A4400XAM,387,421 5340,,,DNPyM,Nacional,,301042
Espacios de Exhibición Patrimonial,,Salta,Guachipas,Cuevas Pintadas,Eugenio Romano S/N,,4425,,,,,Gobierno de la Provincia de Salta,Municipal,,301057
Espacios de Exhibición Patrimonial,,Salta,Salta,Mercado Artesanal,San Martín 2555,,,,,,,RCC,s/d,0,301099
Espacios de Exhibición Patrimonial,Museos,San Juan,Barreal,Museo Herrera,Calle Las Heras S/N,,,,,,,DNPyM,,,300056
Espacios de Exhibición Patrimonial,Museos,San Juan,Calingasta,Museo Arqueológico De Calingasta,Av. Argentina entre Aldo Cantoni y Sarmiento,,5403,2648,421 043,,,DNPyM,Provincial,,300077
Espacios de Exhibición Patrimonial,Museos,San Juan,Caucete,Museo Histórico Regional Caucete,Juan José Bustos y Coronel Cabot,,,264,496 1176,Amupri2@yahoo.com.ar,,DNPyM,,,300102
Espacios de Exhibición Patrimonial,Museos,San Juan,Ciudad de Jachal,Museo Arqueológico Prieto,Avda. 25 de Mayo 788 Oeste,,J5460AAR,2647,420 298,Amupri2@yahoo.com.ar,,DNPyM,Privada,2001,300260
Espacios de Exhibición Patrimonial,Museos,San Juan,Las Flores,Museo Histórico Alfredo Ramón Almada,General Paz 570,,B7200BOS,2244,442 387,direccioncultura@s2.coopenet.com.ar,,DNPyM,Municipal,,300495
Espacios de Exhibición Patrimonial,Museos,San Juan,Las Flores,Museo Ingeniero Carlos Echagüe,Alem y Sarmiento,,B7200AIP,2244,452 059,,,DNPyM,Nacional,2007,300496
Espacios de Exhibición Patrimonial,Museos,San Juan,Las Flores,Museo De Ciencias Naturales Florentino Ameghino,Avenida General Paz 570,,B7200BOS,2244,452 987,hgcrispiani@s2.coopenet.com.ar,,DNPyM,Municipal,1971,300497
Espacios de Exhibición Patrimonial,Museos,San Juan,Parque Federico Cantoni,Museo Geográfico Municipal Einstein,Túneles y Cavernas de la Quebrada del Zonda,,5400,264,421 5343,,,DNPyM,Provincial,1984,300602
Espacios de Exhibición Patrimonial,Museos,San Juan,Rivadavia,Museo Y Biblioteca Hnos. Nacif Weiss,Av. José Ignacio de la Roza 1516 (Oeste),,5400,264,429 2348,,,DNPyM,Privada,1980,300709
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Museo Don Julio,25 de Mayo 165 (Oeste),,J5400AHC,264,421 0492,,,DNPyM,Privada,,300800
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Museo Provincial De Bellas Artes Franklin Rawson,Av Libertador 862 (Oeste),,J5400ARV,264,420 0598,,,DNPyM,Provincial,,300801
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Casa Natal De Sarmiento - Museo Y Biblioteca,Sarmiento 21 (Sur),,J5402ECA,264,422 4603,casnatsarm@sinectis.com.ar,,DNPyM,Nacional,,300802
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Museo Y Biblioteca De La Memoria Urbana,España y Mitre (Ex Estación Ferroviaria San Martín),,5400,264,421 8833,,,DNPyM,Municipal,,300803
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Museo Histórico Provincial Agustín V. Gnecco,Avda. Rawson 621 (Sur),,J5402EVG,264,422 9638,,,DNPyM,Provincial,,300804
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Museo Santiago Graffigna,Colon 1342 (N),,J5400GCD,264,421 4227 INT. 134 y 121,,,DNPyM,Privada,2007,300805
Espacios de Exhibición Patrimonial,Museos,San Juan,San Juan,Museo De Ciencias Naturales De San Juan,Av. España 400 (Norte),,J5400DNG,264,422 8557,,,DNPyM,Nacional,1964,300806
Espacios de Exhibición Patrimonial,Museos,San Juan,Usno,Museo Mineralógico Piedras Del Mundo,Ruta 510 S/N,,J5449XAL,,,,,DNPyM,,,300965
Espacios de Exhibición Patrimonial,Museos,San Juan,Villa Bolaños,Museo Parque Coleccion Suero,Médano de Oro,,,264,425 1222,,,DNPyM,,,300983
Espacios de Exhibición Patrimonial,Museos,San Juan,Zonda,Museo Enzo Valentin Mancini,"Ruta 12, Km 28",,5400,264,427 2885,,,DNPyM,Privada,,301047
Espacios de Exhibición Patrimonial,Museos,San Juan,Santa Lucia,Museo Abenhamar Rodrigo,Hipólito Irigoyen 2537,,J5411GEM,264,425 4114,,,DNPyM,,,301048
Espacios de Exhibición Patrimonial,,San Juan,Calingasta,Coleccion Cora Esquivel,Dr. Aldo Cantoni S/N,,5403,,,turismocalingasta@hotmail.com,,Gobierno de la Provincia de San Juan,Privada,,301050
Espacios de Exhibición Patrimonial,,San Juan,San Agustín de Valle Fértil,Centro Cultural Pachamalui,Calle Calixto Elizondo y Rivadavia S/N,,5449,2646,420236,pachamaluiirupe@yahoo.com.ar,,Gobierno de la Provincia de San Juan,Privado,,301071
Espacios de Exhibición Patrimonial,,San Juan,San José de Jachal,Templo De San José De Jachal,San Juan Esq. Juan Echegaray,,5460,2647,420003,,www.turismo.sanjuan.gov.ar,Gobierno de la Provincia de San Juan,Privado,,301072
Espacios de Exhibición Patrimonial,Museos,San Luis,Ciudad de la Punta,Réplica Del Histórico Cabildo De 1810,Av. Serrana y Av. Universidad,,5710,2664,452 000 INT. 8984,,,DNPyM,Provincial,,300261
Espacios de Exhibición Patrimonial,Museos,San Luis,Concarán,Museo Ferroviario,Estación de Ferrocarril,,5770,,,,,DNPyM,Municipal,,300276
Espacios de Exhibición Patrimonial,Museos,San Luis,Justo Daract,Museo Histórico Audiovisual,Chacabuco y San Luis,,5738,,,,,DNPyM,Municipal,,300432
Espacios de Exhibición Patrimonial,Museos,San Luis,Justo Daract,Museo Ferroviario De Justo Daract,"Calle Pasaje 8 de Julio, en la Estación de FGSM",,5738,,,,,DNPyM,,,300433
Espacios de Exhibición Patrimonial,Museos,San Luis,La Carolina,Museo De La Poesía Manuscrita Juan Crisóstomo Lafinur,9 de Julio y San Martín,,5701,2664,452 010 INT. 8910,,,DNPyM,Provincial,2011,300437
Espacios de Exhibición Patrimonial,Museos,San Luis,La Carolina,Museo Mineralógico,Calle 16 de Julio 113,,5701,,,,,DNPyM,Privada,,300438
Espacios de Exhibición Patrimonial,Museos,San Luis,Merlo,"Museo Municipal De Historia, Ciencias Naturales Y Arte De Merlo",Padre Espinal 1183,,B1722MBA,220,482 6018,,,DNPyM,Municipal,1965,300557
Espacios de Exhibición Patrimonial,Museos,San Luis,Saladillo,Museo De Saladillo,Rivadavia y Moreno,,B7260ELS,2344,452 735,,,DNPyM,Municipal,,300733
Espacios de Exhibición Patrimonial,Museos,San Luis,San Francisco del Monte de Oro,Sala Histórica - Primera Escuela De Sarmiento,Maestros Puntanos S/N,,5705,,,,,DNPyM,Municipal,,300779
Espacios de Exhibición Patrimonial,Museos,San Luis,San Francisco del Monte de Oro,Casa Museo  Rosenda Quiroga,Calle Rosenda Quiroga y Coronel Concha,,5705,,,,,DNPyM,Municipal,2008,300780
Espacios de Exhibición Patrimonial,Museos,San Luis,San José del Morro,"Museo Religioso, Autoctono Y Regional De San José Del Morro","Lafinur, Frente a la Plaza Gral. Juan Esteban Pedernera",,D5730XBM,,,,,DNPyM,Municipal,,300798
Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,Museo Contacto U.N.S.L.,"Av. Ejército de Los Andes 950, Bloque Ii - Unsl",,D5700HHW,2652,424 027 INT. 281,,,DNPyM,Nacional,,300809
Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,La Casa De Las Culturas,San Martín 383,,D5700BQG,266,445 2000 INT. 5750,,,DNPyM,Provincial,,300810
Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,Museo Provincial Dora Ochoa De Masramón,Colón 508,,D5700AVL,2664,442 2196,,,DNPyM,Provincial,1955,300811
Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,Museo Privado De Ciencias Naturales Guillermo Enrique Hudson,Avda. España 1555,,5700,2652,422 3901,,,DNPyM,Privada,1986,300812
Espacios de Exhibición Patrimonial,Museos,San Luis,Santa Rosa del Conlara,Museo Polifacetico Municipal Vieja Usina,Calle Aviador Franco Nº 862,,D5777AEV,,,,,DNPyM,Municipal,,300893
Espacios de Exhibición Patrimonial,Museos,San Luis,Tilisarao,Museo La Tradición,Bartolomé Mitre y Tres Granaderos,,D5773AHI,,,,,DNPyM,Privada,,300927
Espacios de Exhibición Patrimonial,Museos,San Luis,Tilisarao,Museo Los Primeros Habitantes,Boulevard Bartolomé Mitre y Calle Renca,,D5773AHM,,,,,DNPyM,Municipal,,300928
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Casa Museo Palmira Scrosoppi,Av. del Sol Nº 870,,D5881AVV,,,,,DNPyM,Privada,,300993
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo Casa Del Poeta Antonio Esteban Agüero,Poeta Agüero 330,,D5881DEH,2656,476 545,,,DNPyM,Provincial,,300994
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo Kurteff,Av. de Los Césares 2370. Rincón del Este.,,D5881AOW,2656,478 600,,,DNPyM,Privada,,300995
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo La Pampa Gringa,Bella Vista 1800,,5881,2656,473 287,,,DNPyM,Privada,,300996
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo Regional Lolma,Av. de Los Incas S/N (Al Lado del Algarrobo Abuelo),,5881,,,,,DNPyM,Municipal,,300997
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Larca,Museo Inti,Ruta Nacional Nº 6. a 45 Km de la Villa de Merlo Por Ruta Nacional Nº 1,,5883,,,,,DNPyM,Privada,,301010
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Temático De Física Prof A. M. Fiorella De Grilli López,"Av. Mitre Nº 873, Localizado en el Colegio Nº 2 Juan Esteban Pedernera",,D5732AAD,,,,,DNPyM,Provincial,,301014
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Malvinas Eduardo R. Guzmán,Av. Mitre Nº 778,,D5732AAP,2657,435 233,,,DNPyM,Privada,,301015
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Ferroviario,Av. Mitre 630,,D5732AAO,,,,,DNPyM,,,301016
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo De Sitio Del Centro Educativo Nº 9 Juan Llerena,General Paz 555,,D5732AFK,,,,,DNPyM,Provincial,,301017
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Argentino Nativista Héctor Aubert,Las Heras y Eleodoro Lobos,,D5730EAB,,,,,DNPyM,Privada,,301018
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Histórico Municipal Santiago Betbeder,Urquiza 33,,D5730CRA,2657,422 131,,,DNPyM,Municipal,1909,301019
Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Reynolds,Museo Héroes De Malvinas Villa Reynolds,"V Brigada Aérea Villa Reynolds""",,5733,,,,,DNPyM,,,301023
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Caleta Olivia,Museo Del Hombre Y Su Entorno,Deocarets 21,,9011,297,485 2320,,,DNPyM,Municipal,1986,300075
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,El Calafate,Museo Regional El Calafate,Av. del Libertador 571,,Z9405AHD,2902,491 924,,,DNPyM,Municipal,,300336
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Pico Truncado,Museo Histórico Y Regional Pico Truncado,Gobernador Gregores y Ruta Provincial 12,,9015,,,,,DNPyM,Municipal,,300606
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Deseado,Museo Ferroviario Puerto Deseado,Oneto S/N,,9050,297,,,,DNPyM,Privada,,300628
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Deseado,Museo Municipal Mario Brozoski,Colón y Belgrano S/N,,9050,297,487 1358,,,DNPyM,Municipal,,300629
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto San Julián,Museo Temático Nao Victoria,Av. Costanera y Av. San Martín,,9310,2962,454 396,,,DNPyM,Municipal,,300639
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Santa Cruz,Museo Casa De Los Pioneros,Av. Piedra Buena 104,,Z9300BBO,2962,498 301,,,DNPyM,Municipal,,300640
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Regional Y Provincial Padre Manuel Jesús Molina,Ramón y Cajal 51,,Z9400BOA,2966,423 290,museopadremolina@yahoo.com.ar,,DNPyM,Provincial,,300688
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Sala Histórica Del Regimiento De Infantería Mecanizado 24 Gral. Jerónimo Costa,Avda. San Martín 2215,,Z9400ICJ,2966,420 857,,,DNPyM,Nacional,,300689
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De Arte Eduardo Minnicelli,Maipú 13,,Z9400BFA,2966,436 323,info@museominnicelli.com.ar,www.museominnicelli.com.ar,DNPyM,Provincial,2000,300690
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De La Prefectura Naval Argentina ,Alcorta 598,,Z9400AZL,2966,420 577,,,DNPyM,Nacional,1905,300691
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De Los Pioneros Casa Parisi,Alberdi y El Cano,,Z9400AYQ,2933,437 763,pioneros@riogallegos.gov.ar,,DNPyM,Municipal,1989,300692
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Marítimo Y Naval De La Patagonia Austral,Alcorta 487,,Z9400AZI,2966,420 483,museonavalaustral@hotmail.com,www.ara.mil.ar,DNPyM,Nacional,1994,300693
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Ferroviario Roberto Galian,Mendoza y Pellegrini,,Z9400JME,2966,426 766,,,DNPyM,Privada,,300694
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Centro Cultural Casa Histórica Gregores,Alcorta 475,,Z9400AZI,2966,444 247,,,DNPyM,Provincial,,300695
Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Turbio,Escuela Museo Minero Don Anatol Kowaloff,Paraje Mina 3 (a 3 Km de Río Turbio),,9047,2902,421 250 INT. 3360,,,DNPyM,Nacional,,300708
Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo Marítimo y Naval de la Patagonia Austral,Alcorta 487,,9400,2966,420483,museonavalaustral@hotmail.com,http://www.ara.mil.ar/pag.asp?idItem=120,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Nacional,1994,301144
Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo de la Policía,Teófilo De Loqui  90,,9400,2966,422227,,https://museohistoricopsc.wixsite.com/museopolscruz,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Provincial,2016,301145
Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo de Informática  UNPA UARG,Piloto Lero Rivero y av. Gob. Gregores,,9400,,,imuseo@uarg.unpa.edu.ar,https://www.facebook.com/imuseoUARG/,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Nacional,2010,301146
Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo Malvinas Argentinas,Pasteur 74,,9400,2966,420128,,https://www.facebook.com/MuseoMalvinasArgentinas/,Municipalidad de Río Gallegos - Red de Ciudades Creativas,s/d,2012,301147
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Alcorta,Museo Comunal De Alcorta,Bv. 25 de Mayo 543,,S2117APF,3465,,,,DNPyM,Comunal,,300009
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Alejandra,Museo Regional De Alejandra,Av. San Martín 1039,,S3051AFF,3405,492 196,,,DNPyM,Comunal,,300010
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arequito,Centro Cultural Y Museo Ferroviario De Arequito,"Estación Ferroviaria, Av. 9 de Julio y Av. San Martín",,S2183XAB,3464,471 411,,,DNPyM,Privada,,300033
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arequito,Museo General Y Archivo Comunal De Arequito,E. Destéfanis 1178,,S2183XAB,3464,470 686,,,DNPyM,Municipal,1982,300034
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Armstrong,Museo Histórico Municipal Enrico Orsetti,Bv. Pte. Perón 1674,,S2508APU,3471,460 555,,,DNPyM,Municipal,,300036
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arroyo Seco,Museo Público Municipal De Arroyo Seco,9 de Julio y Bv. Mansueto Maiorano (Est. Ferroviaria),,2128,3402,426 790,,,DNPyM,Municipal,1997,300039
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arteaga,Museo Regional De Arteaga,Estación Ferroviaria,,2187,3467,450 252,,,DNPyM,Municipal,1997,300040
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Barrancas,Museo Histórico Y De Ciencias Vicente R. Del Pópolo,L. N. Alem 726,,S2246BAL,3466,420 205,,,DNPyM,Comunal,,300054
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Berabevú,Museo Histórico De Berabevú,San Martín 157,,S2639BEA,3465,494 225,,,DNPyM,Municipal,,300063
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Bigand,Museo Histórico Cultural,Ex Estación Ferroviaria,,2177,,,,,DNPyM,Comunal,,300069
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Calchaquí,Complejo Museológico Privado N. Y A. Rodrigo,"Ruta Nacional Nº 11, Km 673, 2",,3050,3483,470 253,,,DNPyM,Privada,,300074
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cañada de Gómez,Museo Histórico Municipal,"Ballesteros 991, Altos del Teatro Verdi",,S2500AZO,3471,426 029,,,DNPyM,Municipal,,300082
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo Regional De Carcarañá El Chingolo,Laprida 676,,S2138BCN,341,494 0060,,,DNPyM,Municipal,,300090
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo De La Ciudad,Roca 1310,,S2138CTD,341,494 0060,,,DNPyM,Municipal,,300091
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carlos Pellegrini,Museo Histórico Comunal Carlos Pellegrini,Bv. Alsina y Nicolás Lavalle,,2453,3401,480 065,,,DNPyM,Municipal,,300093
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Particular De Antropología E Historia Natural Los Desmochados,Remedios de Escalada 1321,,S2170FMM,3464,422 362,,,DNPyM,Privada,1994,300100
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Y Archivo Histórico Municipal Don Santos F. Tosticarelli,Ovidio Lagos 1206,,S2170EYP,3464,426 535,gestion@casilda.datacopl.com.ar,,DNPyM,Municipal,1959,300101
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cayasta,Ruinas De Santa Fe La Vieja Y Museo Fundacional Argentina,Ruta Prov. N° 1 Km 78,,3001,3405,493 056,,,DNPyM,Provincial,,300103
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Ceres,Museo Regional De Ceres,Sarmiento 140,,S2340CWD,3491,420 659,,,DNPyM,Municipal,,300106
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Chañar Ladeado,Museo Comunal De Chañar Ladeado,Italia y Belgrano,,2643,3468,482 207,,,DNPyM,Comunal,,300113
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Coronda,Museo Municipal José Manuel Maciel,Sarmiento y 25 de Mayo,,2240,342,491 1370,,,DNPyM,Municipal,1982,300306
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Correa,Museo Regional Y Archivo Histórico De Correa,Molina 1461,,S2506AYQ,3471,492 128,,,DNPyM,Comunal,,300317
Espacios de Exhibición Patrimonial,Museos,Santa Fe,El Trébol,Museo Municipal El Trébol,Avda. Libertad 200,,S2535AJO,3401,420 316,,,DNPyM,Municipal,1997,300345
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Colonización,Lehmann 1566,,S3080INZ,3496,427 383,museoesperanza@esperanza.gov.ar,,DNPyM,Municipal,1972,300352
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Máquina Agrícola,"Maestro Donnet S/N, Parque de la Agricultura",,3080,3496,420 09 INT 131,museoesperanza@esperanza.gov.ar,,DNPyM,Municipal,1980,300353
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Firmat,Museo Municipal De Firmat,San Martín 1550,,S2630FXX,3465,423 520,,,DNPyM,Municipal,,300368
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Franck,Museo Particular Los Abuelos,Urquiza 2557,,S3009BJA,,,,,DNPyM,Privada,1983,300376
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Liceo Aeronáutico Militar,Av. Fuerza Aérea 1901,,2132,341,493 1278,,,DNPyM,Nacional,,300377
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Ferroviario Y De La Ciudad De Funes Juan Murray,Tomás de la Torre 1726,,S2132ASB,341,493 6013,,,DNPyM,Municipal,2007,300378
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gálvez,Museo Municipal De Artes Visuales Orlando Ruffinengo,Rivadavia 781,,S2252HQE,3404,480 870,museoruffinengo@galvez.gov.ar,,DNPyM,Municipal,,300383
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gobernador Crespo,Museo Histórico Regional Sebastián J. Puig,Belgrano S/N,,3044,,,,,DNPyM,Comunal,,300392
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Helvecia,Museo Histórico De Helvecia Doña Eulogia María Encina De Antille,Entre Ríos 807,,S3003ALG,3405,470 054,,,DNPyM,Privada,,300407
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Humboldt,Museo Histórico De La Colonia Humboldt,Avda. Libertad 2180,,S3081ATO,3496,480 247,,,DNPyM,Privada,1993,300420
Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Criolla,Museo Comunal,Nicolás Nitri S/N,,3052,3498,495 214,,,DNPyM,Comunal,2001,300439
Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Gallareta,Museo Histórico La Forestal De La Gallareta,Rivadavia S/N,,3057,3483,496 125,,,DNPyM,Comunal,,300443
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Palmeras,Museo Paseo De Los Recuerdos,Paseo de la Estación S/N,,S2326XAD,3409,491 009,,,DNPyM,Comunal,,300502
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Parejas,Museo Y Archivo Del Centenario,Cortada 13 Bis (Entre Calle 11 y Avda. 13),,2505,3471,471 666,,,DNPyM,Municipal,2001,300503
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Criollo Francisco Scutella,Lavalle 956,,S2520BZT,3471,452 594,,,DNPyM,Privada,,300504
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Municipal Centenario,"Bv. Kemmis 1000, Predio Estación Ferrocarril",,S2520AQU,3471,452 235,,,DNPyM,Municipal,,300505
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Del Pueblo,Gral. Urquiza 338,,S3036AJH,3497,420 029,,,DNPyM,Comunal,,300515
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Rio Salado,Zona Rural,,3036,,,,,DNPyM,Comunal,,300516
Espacios de Exhibición Patrimonial,Museos,Santa Fe,Maggiolo,Museo Dr. Reynaldo Laboureau,Carreras 627,,S2622AEI,3462,492 278,,,DNPyM,Comunal,,300526
